;NUM_ART;variable;value;QTE_VTE;Standard_CPQ;score;score_cum;flag_alerte;flag_inv;flag_stk
191;645295;2020-01-03;0.003031666666666667;0.0;2.0;0.0015158333333333334;0.0015158333333333334;1;;
192;645302;2020-01-03;0.076495;0.0;4.0;0.01912375;0.01912375;1;;
193;645316;2020-01-03;0.0;0.0;2.0;0.0;0.0;1;;
194;645330;2020-01-03;0.05240500000000001;0.0;5.0;0.010481;0.010481;1;;
195;645344;2020-01-03;0.04500333333333333;0.0;5.0;0.009000666666666667;0.009000666666666667;1;;
196;645351;2020-01-03;0.01185;0.0;6.0;0.0019749999999999998;0.0019749999999999998;1;;
197;645400;2020-01-03;0.026266666666666664;0.0;3.0;0.008755555555555555;0.008755555555555555;1;;
198;658931;2020-01-03;0.12985166666666667;0.0;2.0;0.06492583333333334;0.06492583333333334;1;;
199;659400;2020-01-03;0.111355;0.0;2.0;0.0556775;0.0556775;1;;
200;663145;2020-01-03;0.247255;1.0;3.0;-1.254575;-1.254575;1;;
201;663152;2020-01-03;0.3255633333333333;0.0;17.0;0.01915078431372549;0.01915078431372549;1;;
202;666393;2020-01-03;0.028005;0.0;15.0;0.001867;0.001867;1;;
203;682010;2020-01-03;0.04823166666666667;0.0;2.0;0.024115833333333336;0.024115833333333336;1;;
204;682031;2020-01-03;0.01633;0.0;1.0;0.01633;0.01633;1;;
205;692811;2020-01-03;0.047108333333333335;0.0;2.0;0.023554166666666668;0.023554166666666668;1;;
206;694456;2020-01-03;0.07055833333333333;1.0;4.0;-1.1618020833333333;-1.1618020833333333;1;;
207;695345;2020-01-03;0.026451666666666665;0.0;10.0;0.0026451666666666663;0.0026451666666666663;1;;
208;695513;2020-01-03;0.12385;1.0;6.0;-0.7301249999999999;-0.7301249999999999;1;;
209;695520;2020-01-03;0.052175;0.0;1.0;0.052175;0.052175;1;;
210;695534;2020-01-03;0.029568333333333332;0.0;1.0;0.029568333333333332;0.029568333333333332;1;;
211;698173;2020-01-03;0.016858333333333333;0.0;4.0;0.004214583333333333;0.004214583333333333;1;;
212;700063;2020-01-03;0.06379;2.0;2.0;-4.8405249999999995;-4.8405249999999995;1;;
213;708561;2020-01-03;0.028465;0.0;1.0;0.028465;0.028465;1;;
214;709156;2020-01-03;0.004764999999999999;0.0;1.0;0.004764999999999999;0.004764999999999999;1;;
215;713405;2020-01-03;0.0;0.0;1.0;0.0;0.0;1;;
216;720916;2020-01-03;0.023918333333333333;0.0;2.0;0.011959166666666667;0.011959166666666667;1;;
217;742560;2020-01-03;0.37898000000000004;0.0;10.0;0.037898;0.037898;1;;
218;742574;2020-01-03;0.5588383333333334;0.0;15.0;0.037255888888888894;0.037255888888888894;1;;
219;746186;2020-01-03;0.04620666666666667;0.0;2.0;0.023103333333333333;0.023103333333333333;1;;
220;747383;2020-01-03;0.10451;1.0;2.0;-2.238725;-2.238725;1;;
221;747453;2020-01-03;0.10318;0.0;2.0;0.05159;0.05159;1;;
222;748412;2020-01-03;0.0;0.0;1.0;0.0;0.0;1;;
223;748440;2020-01-03;0.0;0.0;1.0;0.0;0.0;1;;
224;774032;2020-01-03;0.31467;0.0;2.0;0.157335;0.157335;1;;
225;774053;2020-01-03;0.24228833333333333;0.0;5.0;0.04845766666666666;0.04845766666666666;1;;
226;774081;2020-01-03;0.017285;0.0;4.0;0.00432125;0.00432125;1;;
227;774235;2020-01-03;0.26486666666666664;0.0;2.0;0.13243333333333332;0.13243333333333332;1;;
228;774333;2020-01-03;0.45399833333333334;0.0;3.0;0.1513327777777778;0.1513327777777778;1;;
229;774382;2020-01-03;0.016338333333333333;0.0;3.0;0.005446111111111111;0.005446111111111111;1;;
230;782684;2020-01-03;0.023390000000000005;0.0;1.0;0.023390000000000005;0.023390000000000005;1;;
231;782691;2020-01-03;0.024903333333333333;0.0;1.0;0.024903333333333333;0.024903333333333333;1;;
232;788326;2020-01-03;0.0;0.0;3.0;0.0;0.0;1;;
233;791840;2020-01-03;0.7809400000000001;0.0;2.0;0.39047000000000004;0.39047000000000004;1;;
234;791882;2020-01-03;0.21139166666666667;0.0;2.0;0.10569583333333334;0.10569583333333334;1;;
235;797741;2020-01-03;0.036605000000000006;0.0;2.0;0.018302500000000003;0.018302500000000003;1;;
236;797755;2020-01-03;0.034613333333333336;1.0;5.0;-0.9653866666666666;-0.9653866666666666;1;;
237;797783;2020-01-03;0.20412166666666665;0.0;2.0;0.10206083333333332;0.10206083333333332;1;;
238;797860;2020-01-03;0.036135;0.0;2.0;0.0180675;0.0180675;1;;
239;799043;2020-01-03;0.0;0.0;3.0;0.0;0.0;1;;
240;803684;2020-01-03;0.10824;0.0;2.0;0.05412;0.05412;1;;
241;803761;2020-01-03;0.0002716666666666667;0.0;2.0;0.00013583333333333335;0.00013583333333333335;1;;
242;804720;2020-01-03;0.048135000000000004;0.0;1.0;0.048135000000000004;0.048135000000000004;1;;
243;804741;2020-01-03;0.13347499999999998;0.0;2.0;0.06673749999999999;0.06673749999999999;1;;
244;804804;2020-01-03;0.013693333333333333;0.0;1.0;0.013693333333333333;0.013693333333333333;1;;
245;804825;2020-01-03;0.0;0.0;1.0;0.0;0.0;1;;
246;805056;2020-01-03;0.0;0.0;1.0;0.0;0.0;1;;
247;805476;2020-01-03;0.036443333333333335;0.0;1.0;0.036443333333333335;0.036443333333333335;1;;
248;811510;2020-01-03;0.018951666666666665;0.0;6.0;0.0031586111111111107;0.0031586111111111107;1;;
249;811720;2020-01-03;0.01192;0.0;4.0;0.00298;0.00298;1;;
250;811762;2020-01-03;0.03639666666666667;0.0;3.0;0.012132222222222223;0.012132222222222223;1;;
251;811783;2020-01-03;0.018951666666666665;0.0;3.0;0.0063172222222222215;0.0063172222222222215;1;;
252;820463;2020-01-03;0.05130833333333334;2.0;3.0;-3.2478194444444446;-3.2478194444444446;1;;
253;820505;2020-01-03;0.07881666666666666;0.0;2.0;0.03940833333333333;0.03940833333333333;1;;
254;820540;2020-01-03;0.04796166666666666;0.0;3.0;0.01598722222222222;0.01598722222222222;0;;0.0
255;841624;2020-01-03;0.03838833333333334;0.0;4.0;0.009597083333333334;0.009597083333333334;1;;
256;841645;2020-01-03;0.023783333333333333;0.0;5.0;0.004756666666666667;0.004756666666666667;1;;
257;841652;2020-01-03;0.005853333333333333;0.0;5.0;0.0011706666666666666;0.0011706666666666666;1;;
258;841673;2020-01-03;0.032378333333333335;0.0;10.0;0.0032378333333333334;0.0032378333333333334;1;;
259;841715;2020-01-03;0.07062166666666667;0.0;3.0;0.023540555555555554;0.023540555555555554;1;;
260;841736;2020-01-03;0.13689166666666666;0.0;3.0;0.045630555555555556;0.045630555555555556;1;;
261;841750;2020-01-03;0.0;0.0;4.0;0.0;0.0;1;;
262;841764;2020-01-03;0.05715666666666667;0.0;4.0;0.014289166666666667;0.014289166666666667;1;;
263;841771;2020-01-03;0.04966;0.0;4.0;0.012415;0.012415;1;;
264;841792;2020-01-03;0.03100666666666667;0.0;4.0;0.007751666666666667;0.007751666666666667;1;;
265;841862;2020-01-03;0.153305;0.0;3.0;0.05110166666666666;0.05110166666666666;1;;
266;841883;2020-01-03;0.06788833333333334;1.0;3.0;-1.5535194444444445;-1.5535194444444445;1;;
