;NUM_ART;variable;value;QTE_VTE;Standard_CPQ;score;score_cum;flag_alerte;flag_inv;flag_stk;score_cum_before;flag_inv_before;flag_inv_3weeks;flag_stk_cpq
0;10395;2020-02-08;0.026406666666666665;0.0;10.0;0.0026406666666666666;0.02303633333333333;1;;;0.020395666666666663;;;0.0
1;10402;2020-02-08;0.037858333333333334;0.0;11.0;0.0034416666666666667;0.030023787878787875;1;;;0.02658212121212121;;;
2;13713;2020-02-08;0.23230499999999998;0.0;4.0;0.058076249999999996;-2.729672083333333;1;;;-2.787748333333333;;;
3;13720;2020-02-08;0.12647166666666668;0.0;5.0;0.025294333333333335;-2.599958666666666;1;;;-2.6252529999999994;;;0.0
4;13734;2020-02-08;0.479705;0.0;6.0;0.07995083333333333;-2.414658611111112;1;;;-2.4946094444444453;;;
5;13762;2020-02-08;0.1774366666666667;0.0;5.0;0.035487333333333336;-1.3965206666666665;1;;;-1.432008;;;0.0
6;13776;2020-02-08;0.040093333333333335;0.0;6.0;0.006682222222222222;0.05901722222222222;1;;;0.052335;;;0.0
7;13783;2020-02-08;0.31174666666666667;0.0;6.0;0.051957777777777776;-5.687446666666665;1;;;-5.739404444444443;;;0.0
8;13790;2020-02-08;0.0;0.0;3.0;0.0;0.0;1;;;0.0;;;
9;13930;2020-02-08;0.03283833333333333;0.0;4.0;0.008209583333333333;0.30687124999999993;1;;;0.2986616666666666;;;
10;13944;2020-02-08;0.053765;0.0;4.0;0.01344125;-2.2737925;1;;;-2.28723375;;;
11;13951;2020-02-08;0.024139999999999998;0.0;2.0;0.012069999999999999;0.10660083333333333;1;;;0.09453083333333333;;;
12;13972;2020-02-08;0.04061666666666667;0.0;8.0;0.005077083333333334;-0.5592956250000001;1;;;-0.5643727083333334;;;0.0
13;15841;2020-02-08;0.0006827333333333333;0.0;2.0;0.00034136666666666665;0.0025274333333333335;1;;;0.0021860666666666667;;;0.0
14;15883;2020-02-08;0.0;0.0;1.0;0.0;0.0;1;;;0.0;;;
15;17885;2020-02-08;0.0;0.0;1.0;0.0;0.0;1;;;0.0;;;
16;24262;2020-02-08;0.011705;0.0;1.0;0.011705;0.09065833333333331;1;;;0.07895333333333332;;;0.0
17;44821;2020-02-08;0.03594666666666667;0.0;4.0;0.008986666666666667;0.0696025;1;;;0.060615833333333334;;;0.0
18;63812;2020-02-08;0.029363333333333335;0.0;4.0;0.007340833333333334;0.06343083333333333;1;;;0.05608999999999999;;;0.0
19;84595;2020-02-08;0.0;0.0;4.0;0.0;0.0048316666666666655;1;;;0.0048316666666666655;;;
20;84602;2020-02-08;0.0;0.0;4.0;0.0;0.0;1;;;0.0;;;
21;138502;2020-02-08;0.02315666666666667;0.0;2.0;0.011578333333333335;0.09024416666666667;1;;;0.07866583333333334;;;0.0
22;151473;2020-02-08;0.9691333333333333;0.0;30.0;0.03230444444444444;-1.6961122777777782;1;;;-1.7284167222222226;;;
23;158291;2020-02-08;59.08222833333334;0.0;610.0;0.09685611202185794;0.9349082568306012;1;;;0.8380521448087432;;;0.0
24;158382;2020-02-08;0.0;0.0;9.0;0.0;0.0;1;;;0.0;;;
25;158473;2020-02-08;0.213175;0.0;38.0;0.005609868421052632;-1.3708230263157892;1;;;-1.3764328947368418;;;0.0
26;159201;2020-02-08;0.04236500000000001;0.0;35.0;0.0012104285714285717;0.011674285714285717;1;;;0.010463857142857145;;;
27;159362;2020-02-08;0.0;0.0;13.0;0.0;0.002357435897435898;1;;;0.002357435897435898;;;
28;159621;2020-02-08;0.124565;0.0;3.0;0.041521666666666665;0.3159727777777778;1;;;0.27445111111111115;;;0.0
